Index,Temperature,Humidity%,Rain
9523,23,71.2,Yes
9524,33,74.7,Yes
9525,31,69.0,Yes
9526,28,74.1,Yes
9527,32,73.8,Yes
9528,15,59.7,No
9529,16,53.6,No
9530,13,51.2,No
9531,16,52.0,No
9532,32,49.9,Yes
9533,32,58.3,Yes
9534,29,69.2,Yes
9535,28,60.8,Yes
9536,29,58.7,Yes
9537,12,55.2,No
9538,20,60.1,No
9539,30,60.2,Yes
9540,28,99.4,Yes
9541,32,85.3,Yes
9542,27,91.1,Yes
9543,34,94.8,Yes
9544,13,78.1,No
9545,28,68.4,Yes
9546,32,80.9,Yes
9547,28,95.8,Yes
9548,33,81.2,Yes
9549,34,74.6,Yes
9550,33,71.1,Yes
9551,32,91.7,Yes
9552,30,96.8,Yes
9553,34,87.9,Yes
9554,20,75.1,No
9555,33,68.6,Yes
9556,18,69.5,No
9557,24,67.0,Yes
9558,26,87.3,Yes
9559,31,78.4,Yes
9560,20,77.6,No
9561,19,71.8,No
9562,32,83.9,Yes
9563,31,86.6,Yes
9564,17,69.6,No
9565,25,72.6,Yes
9566,34,74.7,Yes
9567,27,82.1,Yes
9568,32,95.4,Yes
9569,25,83.3,Yes
9570,19,79.6,No
9571,24,74.4,Yes
9572,12,64.9,No
9573,15,66.6,No
9574,15,62.5,No
9575,24,71.2,Yes
9576,25,82.0,Yes
9577,29,77.0,Yes
9578,27,87.1,Yes
9579,23,93.4,Yes
9580,26,95.8,Yes
9581,24,85.4,Yes
9582,33,91.7,Yes
9583,13,90.4,No
9584,34,88.5,Yes
9585,33,86.6,Yes
9586,29,84.2,Yes
9587,26,87.4,Yes
9588,15,76.7,No
9589,21,55.0,No
9590,27,55.9,Yes
9591,30,78.4,Yes
9592,26,61.5,Yes
9593,28,59.4,Yes
9594,31,63.2,Yes
9595,27,66.0,Yes
9596,25,65.0,Yes
9597,30,67.0,Yes
9598,30,70.2,Yes
9599,33,52.7,Yes
9600,18,50.5,No
9601,12,48.0,No
9602,14,47.2,No
9603,23,46.3,Yes
9604,29,51.4,Yes
9605,24,62.7,Yes
9606,17,56.2,No
9607,17,54.9,No
9608,21,52.1,No
9609,19,53.8,No
9610,23,54.6,Yes
9611,32,84.8,Yes
9612,27,88.1,Yes
9613,31,68.2,Yes
9614,23,89.8,Yes
9615,34,88.4,Yes
9616,26,80.8,Yes
9617,34,87.7,Yes
9618,27,80.9,Yes
9619,28,87.8,Yes
9620,24,81.3,Yes
9621,30,78.9,Yes
9622,26,95.8,Yes
9623,29,93.4,Yes
9624,27,92.3,Yes
9625,14,79.8,No
9626,29,73.5,Yes
9627,17,76.6,No
9628,25,81.7,Yes
9629,33,92.3,Yes
9630,32,83.9,Yes
9631,13,81.6,No
9632,19,73.8,No
9633,32,79.3,Yes
9634,28,83.0,Yes
9635,13,61.1,No
9636,34,63.8,Yes
9637,31,64.7,Yes
9638,29,83.2,Yes
9639,24,89.9,Yes
9640,23,86.4,Yes
9641,18,76.4,No
9642,24,75.5,Yes
9643,14,61.7,No
9644,34,62.7,Yes
9645,13,58.8,No
9646,30,63.2,Yes
9647,32,84.3,Yes
9648,30,86.4,Yes
9649,31,76.8,Yes
9650,33,93.5,Yes
9651,25,85.7,Yes
9652,28,73.8,Yes
9653,29,80.3,Yes
9654,27,78.8,Yes
9655,23,87.1,Yes
9656,25,66.6,Yes
9657,18,63.1,No
9658,30,70.5,Yes
9659,16,61.5,No
9660,19,49.3,No
9661,32,55.9,Yes
9662,31,60.5,Yes
9663,34,52.7,Yes
9664,30,53.2,Yes
9665,33,57.4,Yes
9666,24,55.8,Yes
9667,27,57.4,Yes
9668,18,56.9,No
9669,24,53.2,Yes
9670,19,45.5,No
9671,17,44.6,No
9672,14,40.2,No
9673,21,39.1,No
9674,16,44.9,No
9675,28,42.0,Yes
9676,30,62.0,Yes
9677,18,59.6,No
9678,15,60.8,No
9679,29,60.5,Yes
9680,20,54.9,No
9681,29,63.0,Yes
9682,25,78.8,Yes
9683,27,57.9,Yes
9684,27,58.1,Yes
9685,24,96.7,Yes
9686,15,74.2,No
9687,29,66.2,Yes
9688,32,73.5,Yes
9689,28,79.1,Yes
9690,23,74.3,Yes
9691,18,72.8,No
9692,29,64.4,Yes
9693,23,58.8,Yes
9694,27,58.6,Yes
9695,33,76.0,Yes
9696,18,71.4,No
9697,19,66.8,No
9698,30,63.5,Yes
9699,31,63.8,Yes
9700,18,80.2,No
9701,28,74.4,Yes
9702,14,66.7,No
9703,18,63.1,No
9704,14,69.6,No
9705,27,61.4,Yes
9706,18,66.5,No
9707,27,77.5,Yes
9708,21,72.4,No
9709,23,74.7,Yes
9710,23,91.0,Yes
9711,28,77.7,Yes
9712,26,71.6,Yes
9713,24,70.9,Yes
9714,18,63.5,No
9715,12,71.2,No
9716,24,63.6,Yes
9717,26,65.8,Yes
9718,30,77.5,Yes
9719,27,72.4,Yes
9720,25,86.1,Yes
9721,33,85.4,Yes
9722,33,84.3,Yes
9723,33,71.1,Yes
9724,28,84.3,Yes
9725,17,80.2,No
9726,24,77.5,Yes
9727,14,68.4,No
9728,15,64.4,No
9729,21,70.0,No
9730,14,63.7,No
9731,20,52.8,No
9732,29,55.6,Yes
9733,16,61.3,No
9734,24,54.7,Yes
9735,21,54.0,No
9736,34,58.2,Yes
9737,23,57.8,Yes
9738,26,56.3,Yes
9739,15,55.6,No
9740,15,53.5,No
9741,12,49.3,No
9742,20,46.5,No
9743,17,45.2,No
9744,15,41.1,No
9745,16,42.9,No
9746,25,45.7,Yes
9747,28,59.8,Yes
9748,20,51.7,No
9749,32,50.4,Yes
9750,24,55.1,Yes
9751,17,53.4,No
9752,33,60.0,Yes
9753,25,77.4,Yes
9754,34,75.9,Yes
9755,33,76.2,Yes
9756,26,93.9,Yes
9757,20,74.2,No
9758,30,62.4,Yes
9759,32,69.9,Yes
9760,34,75.2,Yes
9761,24,75.8,Yes
9762,27,68.8,Yes
9763,32,67.5,Yes
9764,29,77.5,Yes
9765,30,77.2,Yes
9766,29,79.0,Yes
9767,14,69.1,No
9768,14,65.1,No
9769,25,62.8,Yes
9770,27,59.3,Yes
9771,12,76.1,No
9772,18,72.9,No
9773,14,66.1,No
9774,14,62.2,No
9775,14,67.9,No
9776,33,74.9,Yes
9777,19,66.2,No
9778,15,70.4,No
9779,17,68.3,No
9780,24,73.0,Yes
9781,19,89.4,No
9782,30,69.9,Yes
9783,13,67.5,No
9784,25,67.5,Yes
9785,19,60.3,No
9786,16,60.3,No
9787,17,56.2,No
9788,33,61.2,Yes
9789,28,72.7,Yes
9790,12,72.7,No
9791,30,79.8,Yes
9792,28,80.2,Yes
9793,31,76.6,Yes
9794,32,70.8,Yes
9795,32,78.8,Yes
9796,17,78.9,No
9797,34,71.3,Yes
9798,28,56.9,Yes
9799,12,58.0,No
9800,31,57.3,Yes
9801,18,61.9,No
9802,19,56.4,No
9803,23,56.7,Yes
9804,16,58.1,No
9805,24,56.5,Yes
9806,31,56.2,Yes
9807,24,57.2,Yes
9808,25,58.0,Yes
9809,19,58.2,No
9810,13,58.4,No
9811,20,56.4,No
9812,17,51.5,No
9813,17,49.5,No
9814,12,48.4,No
9815,20,45.0,No
9816,12,48.5,No
9817,32,47.0,Yes
9818,32,57.5,Yes
9819,13,54.3,No
9820,17,54.7,No
9821,27,57.2,Yes
9822,20,52.6,No
9823,27,57.3,Yes
9824,30,85.6,Yes
9825,31,57.2,Yes
9826,33,57.3,Yes
9827,26,95.9,Yes
9828,17,67.1,No
9829,32,59.4,Yes
9830,23,58.2,Yes
9831,34,90.3,Yes
9832,33,65.3,Yes
9833,29,61.4,Yes
9834,26,60.0,Yes
9835,26,77.5,Yes
9836,24,58.5,Yes
9837,30,75.9,Yes
9838,14,66.8,No
9839,15,62.9,No
9840,21,61.2,No
9841,33,58.9,Yes
9842,15,76.1,No
9843,28,58.9,Yes
9844,12,60.7,No
9845,14,60.3,No
9846,18,59.5,No
9847,26,58.8,Yes
9848,19,77.3,No
9849,16,70.4,No
9850,31,72.4,Yes
9851,32,77.9,Yes
9852,26,91.0,Yes
9853,32,75.0,Yes
9854,26,73.1,Yes
9855,19,70.9,No
9856,15,62.3,No
9857,17,63.1,No
9858,17,60.7,No
9859,30,65.8,Yes
9860,23,84.0,Yes
9861,13,77.1,No
9862,28,86.1,Yes
9863,32,86.0,Yes
9864,12,84.3,No
9865,34,71.1,Yes
9866,14,84.3,No
9867,14,84.3,No
9868,32,78.8,Yes
9869,30,74.6,Yes
9870,26,71.3,Yes
9871,26,72.8,Yes
9872,19,65.8,No
9873,16,56.7,No
9874,23,59.9,Yes
9875,19,62.9,No
9876,30,54.6,Yes
9877,28,57.9,Yes
9878,27,58.0,Yes
9879,29,56.5,Yes
9880,28,56.5,Yes
9881,15,58.2,No
9882,33,54.1,Yes
9883,29,50.9,Yes
9884,15,48.9,No
9885,19,44.4,No
9886,16,42.9,No
9887,15,46.4,No
9888,34,48.2,Yes
9889,26,64.7,Yes
9890,12,51.0,No
9891,17,55.6,No
9892,33,50.6,Yes
9893,25,47.3,Yes
9894,30,55.5,Yes
9895,31,82.4,Yes
9896,24,78.8,Yes
9897,33,89.6,Yes
9898,32,89.3,Yes
9899,19,75.4,No
9900,23,66.6,Yes
9901,25,73.7,Yes
9902,30,82.8,Yes
9903,26,83.1,Yes
9904,23,74.9,Yes
9905,24,72.8,Yes
9906,29,93.6,Yes
9907,25,90.5,Yes
9908,28,77.2,Yes
9909,12,65.3,No
9910,15,58.7,No
9911,14,63.3,No
9912,28,67.4,Yes
9913,15,80.1,No
9914,12,70.6,No
9915,20,63.1,No
9916,16,58.6,No
9917,13,67.2,No
9918,32,83.6,Yes
9919,19,65.3,No
9920,29,78.2,Yes
9921,32,71.2,Yes
9922,33,73.7,Yes
9923,25,90.8,Yes
9924,32,74.1,Yes
9925,25,65.9,Yes
9926,23,63.7,Yes
9927,21,52.7,No
9928,16,60.4,No
9929,27,51.8,Yes
9930,25,57.7,Yes
9931,33,74.5,Yes
9932,28,71.5,Yes
9933,30,84.4,Yes
9934,29,87.4,Yes
9935,15,78.4,No
9936,26,70.4,Yes
9937,34,81.0,Yes
9938,16,78.6,No
9939,28,71.3,Yes
9940,29,76.1,Yes
9941,21,77.1,No
9942,27,76.6,Yes
9943,12,68.8,No
9944,12,62.5,No
9945,23,58.0,Yes
9946,31,75.4,Yes
9947,24,65.7,Yes
9948,28,65.1,Yes
9949,32,66.0,Yes
9950,23,64.9,Yes
9951,34,57.4,Yes
9952,29,65.3,Yes
9953,29,55.3,Yes
9954,33,55.0,Yes
9955,19,48.1,No
9956,19,44.1,No
9957,17,49.6,No
9958,16,43.5,No
9959,32,57.9,Yes
9960,25,72.5,Yes
9961,14,64.7,No
9962,18,66.5,No
9963,17,63.5,No
9964,14,61.9,No
9965,26,63.0,Yes
9966,26,97.1,Yes
9967,31,91.0,Yes
9968,23,91.6,Yes
9969,34,96.4,Yes
9970,17,79.9,No
9971,29,74.5,Yes
9972,29,78.1,Yes
9973,32,96.9,Yes
9974,34,87.4,Yes
9975,26,79.6,Yes
9976,26,72.3,Yes
9977,30,93.9,Yes
9978,28,86.2,Yes
9979,29,90.5,Yes
9980,18,74.4,No
9981,14,71.6,No
9982,29,64.8,Yes
9983,32,80.7,Yes
9984,17,87.8,No
9985,28,77.5,Yes
9986,20,70.6,No
9987,14,73.6,No
9988,13,84.4,No
9989,26,85.4,Yes
9990,15,75.7,No
9991,31,77.5,Yes
9992,18,81.1,No
9993,25,84.6,Yes
9994,24,92.4,Yes
9995,33,84.4,Yes
9996,25,73.2,Yes
9997,32,77.5,Yes
9998,15,65.3,No
9999,16,71.4,No
10000,15,64.0,No
10001,25,71.4,Yes
10002,27,84.9,Yes
10003,29,82.1,Yes
10004,29,88.4,Yes
10005,24,90.6,Yes
10006,26,91.0,Yes
10007,26,78.8,Yes
10008,24,85.4,Yes
10009,13,84.3,No
10010,30,81.0,Yes
10011,27,83.9,Yes
10012,18,81.1,No
10013,27,84.3,Yes
10014,18,70.0,No
10015,26,62.2,Yes
10016,32,58.7,Yes
10017,24,72.3,Yes
10018,31,62.3,Yes
10019,29,64.2,Yes
10020,26,70.9,Yes
10021,24,71.0,Yes
10022,23,70.0,Yes
10023,14,69.5,No
10024,34,73.5,Yes
10025,32,63.3,Yes
10026,20,56.5,No
10027,12,49.3,No
10028,18,51.5,No
10029,25,50.1,Yes
10030,30,62.5,Yes
10031,30,69.2,Yes
10032,17,63.5,No
10033,17,58.7,No
10034,19,62.5,No
10035,17,56.7,No
10036,32,64.9,Yes
10037,28,95.3,Yes
10038,34,89.9,Yes
10039,34,95.8,Yes
10040,30,97.1,Yes
10041,21,86.6,No
10042,26,77.0,Yes
10043,26,79.3,Yes
10044,30,96.9,Yes
10045,30,88.5,Yes
10046,25,77.9,Yes
10047,25,71.1,Yes
10048,27,93.0,Yes
10049,28,97.1,Yes
10050,25,91.1,Yes
10051,16,77.1,No
10052,16,72.1,No
10053,17,71.2,No
10054,26,77.2,Yes
10055,12,84.7,No
10056,31,83.8,Yes
10057,15,77.5,No
10058,17,71.1,No
10059,12,80.5,No
10060,33,85.4,Yes
10061,20,77.5,No
10062,25,78.3,Yes
10063,12,84.3,No
10064,30,84.5,Yes
10065,27,97.1,Yes
10066,30,86.2,Yes
10067,17,77.5,No
10068,30,78.7,Yes
10069,21,67.0,No
10070,16,66.1,No
10071,27,60.7,Yes
10072,28,72.1,Yes
10073,27,84.3,Yes
10074,29,78.9,Yes
10075,19,86.7,No
10076,26,91.7,Yes
10077,23,90.9,Yes
10078,23,84.4,Yes
10079,33,84.9,Yes
10080,16,85.0,No
10081,28,84.4,Yes
10082,28,72.8,Yes
10083,33,78.6,Yes
10084,33,77.4,Yes
10085,17,64.1,No
10086,21,55.8,No
10087,34,65.9,Yes
10088,14,61.4,No
10089,29,51.9,Yes
10090,28,56.6,Yes
10091,26,66.5,Yes
10092,23,59.8,Yes
10093,34,63.2,Yes
10094,32,67.3,Yes
10095,33,68.5,Yes
10096,21,62.8,No
10097,19,53.7,No
10098,17,52.2,No
10099,20,49.6,No
10100,26,52.6,Yes
10101,31,64.4,Yes
10102,21,66.7,No
10103,17,59.4,No
10104,14,52.0,No
10105,34,51.1,Yes
10106,19,62.6,No
10107,24,58.6,Yes
10108,31,75.6,Yes
10109,27,71.0,Yes
10110,32,87.5,Yes
10111,33,89.4,Yes
10112,27,75.7,Yes
10113,24,66.9,Yes
10114,32,76.3,Yes
10115,25,86.2,Yes
10116,28,76.5,Yes
10117,27,72.3,Yes
10118,31,74.3,Yes
10119,29,88.3,Yes
10120,27,87.1,Yes
10121,24,69.3,Yes
10122,12,68.2,No
10123,13,68.5,No
10124,18,70.0,No
10125,18,71.4,No
10126,18,80.2,No
10127,12,73.7,No
10128,12,74.0,No
10129,32,66.5,Yes
10130,24,75.0,Yes
10131,24,71.9,Yes
10132,26,69.1,Yes
10133,23,82.6,Yes
10134,25,78.6,Yes
10135,27,81.3,Yes
10136,25,91.7,Yes
10137,31,86.6,Yes
10138,30,74.2,Yes
10139,30,73.9,Yes
10140,17,65.0,No
10141,14,72.7,No
10142,20,65.8,No
10143,32,71.0,Yes
10144,33,77.1,Yes
10145,32,81.4,Yes
10146,23,87.0,Yes
10147,30,85.1,Yes
10148,33,82.6,Yes
10149,34,79.3,Yes
10150,25,85.0,Yes
10151,25,81.3,Yes
10152,26,79.3,Yes
10153,25,59.9,Yes
10154,26,69.5,Yes
10155,26,69.7,Yes
10156,14,60.0,No
10157,14,45.4,No
10158,25,54.6,Yes
10159,15,55.9,No
10160,26,44.9,Yes
10161,24,47.5,Yes
10162,28,61.1,Yes
10163,28,53.7,Yes
10164,31,53.4,Yes
10165,19,53.3,No
10166,30,57.6,Yes
10167,14,52.1,No
10168,12,43.3,No
10169,13,43.2,No
10170,15,40.1,No
10171,31,57.0,Yes
10172,27,54.5,Yes
10173,15,57.9,No
10174,20,48.1,No
10175,18,36.1,No
10176,23,40.3,Yes
10177,19,49.9,No
10178,34,48.1,Yes
10179,30,83.4,Yes
10180,24,83.0,Yes
10181,31,86.0,Yes
10182,23,88.8,Yes
10183,26,63.5,Yes
10184,25,58.0,Yes
10185,28,65.4,Yes
10186,29,79.0,Yes
10187,29,71.0,Yes
10188,20,66.9,No
10189,34,66.2,Yes
10190,29,80.6,Yes
10191,33,88.6,Yes
10192,27,63.4,Yes
10193,15,56.2,No
10194,27,60.3,Yes
10195,19,56.1,No
10196,26,62.7,Yes
10197,33,70.6,Yes
10198,15,58.7,No
10199,34,63.4,Yes
10200,26,69.4,Yes
10201,25,58.9,Yes
10202,23,73.1,Yes
10203,33,54.8,Yes
10204,16,68.6,No
10205,25,66.7,Yes
10206,27,68.0,Yes
10207,28,91.1,Yes
10208,14,84.6,No
10209,12,74.3,No
10210,28,62.3,Yes
10211,15,63.4,No
10212,13,54.3,No
10213,16,70.3,No
10214,32,75.5,Yes
10215,26,78.0,Yes
10216,33,85.9,Yes
10217,24,86.8,Yes
10218,26,88.8,Yes
10219,32,84.4,Yes
10220,23,81.0,Yes
10221,27,90.8,Yes
10222,21,81.9,No
10223,28,78.3,Yes
10224,27,73.4,Yes
10225,34,81.0,Yes
10226,27,80.9,Yes
10227,13,66.1,No
10228,20,54.3,No
10229,25,60.2,Yes
10230,18,76.7,No
10231,25,55.4,Yes
10232,24,61.5,Yes
10233,24,68.4,Yes
10234,27,65.8,Yes
10235,33,71.6,Yes
10236,19,63.8,No
10237,31,67.1,Yes
10238,14,60.5,No
10239,17,54.9,No
10240,30,52.6,Yes
10241,14,46.9,No
10242,18,56.8,No
10243,23,62.4,Yes
10244,18,60.5,No
10245,27,51.2,Yes
10246,17,46.0,No
10247,23,48.7,Yes
10248,29,62.8,Yes
10249,33,56.3,Yes
10250,33,89.7,Yes
10251,30,89.6,Yes
10252,24,88.9,Yes
10253,26,88.3,Yes
10254,30,74.5,Yes
10255,26,67.5,Yes
10256,31,73.4,Yes
10257,25,88.6,Yes
10258,23,78.5,Yes
10259,17,72.8,No
10260,24,74.2,Yes
10261,31,89.5,Yes
10262,34,89.5,Yes
10263,25,77.2,Yes
10264,27,67.6,Yes
10265,19,66.0,No
10266,21,68.4,No
10267,14,74.6,No
10268,21,78.5,No
10269,26,70.9,Yes
10270,16,74.1,No
10271,19,69.0,No
10272,26,69.5,Yes
10273,27,61.7,Yes
10274,32,66.0,Yes
10275,33,75.9,Yes
10276,25,74.5,Yes
10277,30,76.4,Yes
10278,24,89.9,Yes
10279,31,82.8,Yes
10280,32,70.8,Yes
10281,32,75.6,Yes
10282,20,69.3,No
10283,21,69.2,No
10284,14,67.6,No
10285,26,67.0,Yes
10286,33,71.9,Yes
10287,27,82.1,Yes
10288,28,85.5,Yes
10289,33,89.5,Yes
10290,26,83.7,Yes
10291,23,77.8,Yes
10292,30,90.2,Yes
10293,28,82.5,Yes
10294,30,75.8,Yes
10295,31,63.1,Yes
10296,28,81.1,Yes
10297,33,82.1,Yes
10298,25,71.8,Yes
10299,23,55.4,Yes
10300,30,64.2,Yes
10301,20,58.0,No
10302,23,49.1,Yes
10303,26,55.4,Yes
10304,15,68.4,No
10305,30,63.5,Yes
10306,26,72.7,Yes
10307,31,67.8,Yes
10308,29,70.9,Yes
10309,31,64.0,Yes
10310,12,50.8,No
10311,16,48.6,No
10312,17,47.8,No
10313,20,57.3,No
10314,20,62.1,No
10315,27,65.4,Yes
10316,16,53.5,No
10317,13,47.5,No
10318,26,55.6,Yes
10319,17,61.0,No
10320,27,56.8,Yes
10321,31,85.6,Yes
10322,27,91.1,Yes
10323,29,90.5,Yes
10324,34,90.4,Yes
10325,29,92.8,Yes
10326,28,74.4,Yes
10327,28,97.2,Yes
10328,34,94.6,Yes
10329,15,89.8,No
10330,32,94.9,Yes
10331,29,92.8,Yes
10332,26,92.5,Yes
10333,31,89.9,Yes
10334,25,69.0,Yes
10335,29,94.0,Yes
10336,20,90.0,No
10337,20,88.5,No
10338,18,97.3,No
10339,26,70.2,Yes
10340,34,85.0,Yes
10341,34,93.5,Yes
10342,29,96.6,Yes
10343,25,93.0,Yes
10344,27,96.2,Yes
10345,17,60.9,No
10346,29,90.8,Yes
10347,23,94.9,Yes
10348,30,90.9,Yes
10349,26,87.4,Yes
10350,19,99.3,No
10351,33,94.9,Yes
10352,34,95.3,Yes
10353,12,48.9,No
10354,14,64.6,No
10355,24,69.1,Yes
10356,34,94.0,Yes
10357,23,69.0,Yes
10358,34,72.2,Yes
10359,26,67.3,Yes
10360,29,85.7,Yes
10361,30,95.8,Yes
10362,31,99.0,Yes
10363,31,81.1,Yes
10364,25,74.4,Yes
10365,30,97.7,Yes
10366,30,61.5,Yes
10367,25,69.8,Yes
10368,27,75.5,Yes
10369,20,58.2,No
10370,26,50.6,Yes
10371,27,62.4,Yes
10372,15,62.1,No
10373,30,52.5,Yes
10374,24,49.3,Yes
10375,16,59.7,No
10376,29,66.3,Yes
10377,23,70.9,Yes
10378,34,70.7,Yes
10379,17,55.4,No
10380,16,62.9,No
10381,12,58.0,No
10382,21,52.7,No
10383,17,51.4,No
10384,19,64.6,No
10385,14,57.6,No
10386,34,56.5,Yes
10387,31,63.6,Yes
10388,31,45.0,Yes
10389,30,43.0,Yes
10390,19,49.9,No
10391,27,51.2,Yes
10392,26,85.6,Yes
10393,23,89.5,Yes
10394,23,91.2,Yes
10395,23,91.8,Yes
10396,30,65.4,Yes
10397,26,78.5,Yes
10398,23,91.7,Yes
10399,23,94.6,Yes
10400,27,65.0,Yes
10401,15,90.4,No
10402,34,62.9,Yes
10403,28,94.1,Yes
10404,23,83.7,Yes
10405,25,69.0,Yes
10406,30,60.2,Yes
10407,18,59.4,No
10408,12,57.7,No
10409,29,64.7,Yes
10410,33,70.2,Yes
10411,28,62.0,Yes
10412,24,66.4,Yes
10413,32,71.1,Yes
10414,29,61.3,Yes
10415,23,64.4,Yes
10416,15,52.2,No
10417,33,66.6,Yes
10418,31,63.6,Yes
10419,20,64.9,No
10420,25,87.4,Yes
10421,18,71.9,No
10422,21,84.9,No
10423,26,60.5,Yes
10424,15,49.9,No
10425,32,53.9,Yes
10426,29,56.7,Yes
10427,29,72.6,Yes
10428,34,69.0,Yes
10429,34,72.2,Yes
10430,23,67.3,Yes
10431,30,85.7,Yes
10432,26,72.6,Yes
10433,34,99.0,Yes
10434,24,81.1,Yes
10435,28,74.4,Yes
10436,29,65.4,Yes
10437,27,66.2,Yes
10438,25,84.3,Yes
10439,34,82.4,Yes
10440,16,70.9,No
10441,20,63.2,No
10442,25,65.3,Yes
10443,30,63.8,Yes
10444,12,52.2,No
10445,28,56.2,Yes
10446,24,72.3,Yes
10447,23,69.5,Yes
10448,24,77.5,Yes
10449,14,68.8,No
10450,30,67.8,Yes
10451,17,67.5,No
10452,16,63.5,No
10453,21,51.4,No
10454,12,50.4,No
10455,31,65.7,Yes
10456,18,62.1,No
10457,17,63.7,No
10458,31,53.5,Yes
10459,27,46.5,Yes
10460,21,58.0,No
10461,26,61.0,Yes
10462,27,65.8,Yes
10463,29,92.6,Yes
10464,31,91.1,Yes
10465,24,90.5,Yes
10466,33,90.4,Yes
10467,32,79.7,Yes
10468,25,70.9,Yes
10469,33,84.3,Yes
10470,32,94.3,Yes
10471,28,80.4,Yes
10472,26,77.2,Yes
10473,32,77.5,Yes
10474,26,92.4,Yes
10475,24,89.9,Yes
10476,33,82.6,Yes
10477,13,77.1,No
10478,14,74.6,No
10479,17,72.1,No
10480,20,79.6,No
10481,19,84.1,No
10482,28,77.3,Yes
10483,25,78.5,Yes
10484,34,82.8,Yes
10485,26,76.0,Yes
10486,34,80.3,Yes
10487,33,61.0,Yes
10488,18,80.6,No
10489,34,78.9,Yes
10490,28,78.7,Yes
10491,28,92.4,Yes
10492,15,84.3,No
10493,26,72.7,Yes
10494,30,77.3,Yes
10495,19,63.2,No
10496,12,65.3,No
10497,17,71.5,No
10498,30,78.0,Yes
10499,34,84.9,Yes
10500,28,85.4,Yes
10501,32,84.4,Yes
10502,29,91.7,Yes
10503,32,87.0,Yes
10504,32,88.9,Yes
10505,34,95.5,Yes
10506,13,85.6,No
10507,32,80.8,Yes
10508,25,66.6,Yes
10509,17,76.1,No
10510,15,77.3,No
10511,21,63.1,No
10512,17,61.3,No
10513,30,63.3,Yes
10514,13,55.5,No
10515,33,48.2,Yes
10516,33,48.7,Yes
10517,33,62.3,Yes
10518,26,50.2,Yes
10519,32,57.8,Yes
10520,32,55.3,Yes
10521,28,54.7,Yes
10522,15,48.0,No
10523,21,49.6,No
10524,20,56.9,No
10525,12,49.1,No
10526,34,55.5,Yes
10527,27,63.2,Yes
10528,17,77.1,No
10529,19,56.0,No
10530,18,55.6,No
10531,16,55.8,No
10532,20,51.7,No
10533,30,58.2,Yes
10534,28,94.7,Yes
10535,30,94.2,Yes
10536,32,92.4,Yes
10537,33,93.5,Yes
10538,29,77.3,Yes
10539,33,71.1,Yes
10540,29,78.6,Yes
10541,29,93.4,Yes
10542,13,80.6,No
10543,14,75.8,No
10544,23,75.9,Yes
10545,28,89.8,Yes
10546,30,92.0,Yes
10547,25,69.3,Yes
10548,32,70.9,Yes
10549,20,66.7,No
10550,15,70.9,No
10551,21,75.1,No
10552,23,77.2,Yes
10553,29,71.0,Yes
10554,18,77.5,No
10555,18,70.4,No
10556,33,77.5,Yes
10557,26,73.1,Yes
10558,17,63.9,No
10559,28,71.8,Yes
10560,34,77.5,Yes
10561,23,77.5,Yes
10562,29,92.1,Yes
10563,33,88.0,Yes
10564,33,64.5,Yes
10565,24,72.5,Yes
10566,15,56.6,No
10567,13,64.0,No
10568,28,63.9,Yes
10569,34,65.9,Yes
10570,29,84.3,Yes
10571,30,77.7,Yes
10572,29,81.5,Yes
10573,33,80.4,Yes
10574,29,81.1,Yes
10575,25,77.5,Yes
10576,34,84.3,Yes
10577,25,80.5,Yes
10578,33,71.1,Yes
10579,30,72.3,Yes
10580,32,73.6,Yes
10581,27,75.9,Yes
10582,31,62.0,Yes
10583,16,59.6,No
10584,32,67.3,Yes
10585,13,57.2,No
10586,14,48.3,No
10587,27,48.9,Yes
10588,30,57.6,Yes
10589,12,57.3,No
10590,25,59.6,Yes
10591,19,65.2,No
10592,12,70.2,No
10593,31,60.8,Yes
10594,14,56.2,No
10595,15,55.5,No
10596,21,49.3,No
10597,21,54.2,No
10598,15,64.1,No
10599,13,73.5,No
10600,16,61.5,No
10601,16,57.9,No
10602,18,54.4,No
10603,13,59.5,No
10604,28,61.2,Yes
10605,26,96.9,Yes
10606,25,84.0,Yes
10607,30,89.0,Yes
10608,30,89.8,Yes
10609,24,77.6,Yes
10610,26,66.9,Yes
10611,30,76.4,Yes
10612,28,92.7,Yes
10613,15,81.1,No
10614,20,72.3,No
10615,24,74.3,Yes
10616,32,90.3,Yes
10617,25,93.5,Yes
10618,26,76.8,Yes
10619,21,69.5,No
10620,12,68.3,No
10621,21,70.4,No
10622,12,75.1,No
10623,18,83.6,No
10624,26,72.6,Yes
10625,17,77.1,No
10626,19,71.8,No
10627,28,83.1,Yes
10628,25,72.5,Yes
10629,14,67.3,No
10630,27,84.8,Yes
10631,24,85.9,Yes
10632,23,86.2,Yes
10633,31,94.7,Yes
10634,25,88.4,Yes
10635,28,70.9,Yes
10636,27,73.9,Yes
10637,15,60.8,No
10638,19,69.1,No
10639,19,71.7,No
10640,32,60.9,Yes
10641,31,69.0,Yes
10642,29,69.7,Yes
10643,33,75.5,Yes
10644,27,75.6,Yes
10645,24,74.0,Yes
10646,23,67.6,Yes
10647,23,76.9,Yes
10648,14,73.1,No
10649,26,66.9,Yes
10650,28,64.1,Yes
10651,31,60.9,Yes
10652,23,67.6,Yes
10653,12,54.9,No
10654,13,43.4,No
10655,27,56.2,Yes
